Year,election_day_pct,early_pct,mail_pct
2018,64.3098842618307,28.62510587924906,7.065009858920241
2020,14.393206520844378,32.39958116976125,49.48867808352239
2022,59.116031861383036,21.57631200216589,19.307656136451076
