"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"03","Baltimore City","015-019","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-019","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","3","0","0" 
"03","Baltimore City","015-020","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","1","1","0","0","0" 
"03","Baltimore City","015-020","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","3","0","0" 
"03","Baltimore City","015-020","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","1","1","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Chris Chaffee","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Robin Ficker","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Larry Hogan","REP","Y","1","1","2","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","1","2","0","0" 
"03","Baltimore City","015-020","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","Mayor","03","Michael Moore","REP","","0","0","1","0","0" 
"03","Baltimore City","015-020","07","40","Mayor","03","Donald E. Scoggins","REP","","0","0","0","0","0" 
"03","Baltimore City","015-020","07","40","Mayor","03","Shannon Wright","REP","Y","0","1","2","0","0" 
"03","Baltimore City","015-020","07","40","President City Council","03","Emmanuel Digman","REP","Y","0","1","1","0","0" 
"03","Baltimore City","015-020","07","40","Member City Council","007","Christopher Michael Anderson","REP","Y","1","1","3","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","1","3","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","1","1","2","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","1","1","1","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","1","1","2","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","1","1","1","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","1","1","1","0","0" 
"03","Baltimore City","015-020","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","0","1","1","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","1","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","0","2","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","0","2","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","1","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","1","0","1","0","0" 
"03","Baltimore City","015-020","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","1","0","1","0","0" 
"03","Baltimore City","015-020","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","1","1","0","0","0" 
"03","Baltimore City","015-020","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","1","0","1","0","0" 
"03","Baltimore City","015-021","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","0","2","1","0","0" 
"03","Baltimore City","015-021","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","0","2","1","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Chris Chaffee","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Robin Ficker","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Larry Hogan","REP","Y","0","0","1","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","John A. Myrick","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","1","1","0","0" 
"03","Baltimore City","015-021","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Mayor","03","Michael Moore","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Mayor","03","Donald E. Scoggins","REP","","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","Mayor","03","Shannon Wright","REP","Y","0","1","1","0","0" 
"03","Baltimore City","015-021","07","40","President City Council","03","Emmanuel Digman","REP","Y","0","2","0","0","0" 
"03","Baltimore City","015-021","07","40","Member City Council","007","Christopher Michael Anderson","REP","Y","0","2","1","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","0","1","1","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","0","2","0","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","0","0","1","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","0","1","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","1","1","0","0" 
"03","Baltimore City","015-021","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","2","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","0","1","0","0","0" 
"03","Baltimore City","015-021","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Chris Chaffee","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Robin Ficker","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Larry Hogan","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","Mayor","03","Michael Moore","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Mayor","03","Donald E. Scoggins","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Mayor","03","Shannon Wright","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","President City Council","03","Emmanuel Digman","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Member City Council","006","Ronday Wilson","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-022","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-022","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","2","0","0" 
"03","Baltimore City","015-023","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","1","1","1","1","1" 
"03","Baltimore City","015-023","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","2","0","0" 
"03","Baltimore City","015-023","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","1","1","1","1","1" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Chris Chaffee","REP","","0","0","1","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Robin Ficker","REP","","0","1","0","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Larry Hogan","REP","Y","1","0","1","1","1" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","0","0","1","1" 
"03","Baltimore City","015-023","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","0","2","0","0" 
"03","Baltimore City","015-023","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","1","1","0","0","0" 
"03","Baltimore City","015-023","07","40","Mayor","03","Michael Moore","REP","","0","0","2","0","0" 
"03","Baltimore City","015-023","07","40","Mayor","03","Donald E. Scoggins","REP","","0","1","0","1","1" 
"03","Baltimore City","015-023","07","40","Mayor","03","Shannon Wright","REP","Y","1","0","0","0","0" 
"03","Baltimore City","015-023","07","40","President City Council","03","Emmanuel Digman","REP","Y","1","1","0","1","1" 
"03","Baltimore City","015-023","07","40","Member City Council","006","Ronday Wilson","REP","Y","1","1","1","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","1","0","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","0","1","0","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","0","1","0","1","1" 
"03","Baltimore City","015-023","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","1","1","1","1","1" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","1","1","2","1","1" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","0","1","0","0" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","0","1","0","0" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","1","0","1","1" 
"03","Baltimore City","015-023","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-023","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","0","1","0","0" 
"03","Baltimore City","015-023","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","1","1","1","1" 
"03","Baltimore City","015-023","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","1","1","0","1","1" 
"03","Baltimore City","015-023","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","0","1","0","0" 
"03","Baltimore City","015-024","07","40","President - Vice Pres","","Nikki R. Haley","REP","","1","2","2","0","0" 
"03","Baltimore City","015-024","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","0","5","1","0","0" 
"03","Baltimore City","015-024","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","1","2","2","0","0" 
"03","Baltimore City","015-024","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","0","5","1","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Chris Chaffee","REP","","0","1","0","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Robin Ficker","REP","","0","1","0","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Larry Hogan","REP","Y","1","5","2","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","John A. Myrick","REP","","0","0","1","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","2","2","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","4","1","0","0" 
"03","Baltimore City","015-024","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","0","1","0","0","0" 
"03","Baltimore City","015-024","07","40","Mayor","03","Michael Moore","REP","","1","4","2","0","0" 
"03","Baltimore City","015-024","07","40","Mayor","03","Donald E. Scoggins","REP","","0","0","1","0","0" 
"03","Baltimore City","015-024","07","40","Mayor","03","Shannon Wright","REP","Y","0","3","0","0","0" 
"03","Baltimore City","015-024","07","40","President City Council","03","Emmanuel Digman","REP","Y","0","6","3","0","0" 
"03","Baltimore City","015-024","07","40","Member City Council","006","Ronday Wilson","REP","Y","0","6","2","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","4","2","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","0","5","2","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","0","4","3","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","0","4","3","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","0","3","3","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","0","3","2","0","0" 
"03","Baltimore City","015-024","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","0","3","3","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","0","3","1","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","2","2","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","2","2","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","3","1","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","2","1","0","0" 
"03","Baltimore City","015-024","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","3","2","0","0" 
"03","Baltimore City","015-024","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","3","1","0","0" 
"03","Baltimore City","015-024","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","3","3","0","0" 
"03","Baltimore City","015-024","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","3","0","0","0" 
"03","Baltimore City","015-024","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","0","3","0","0","0" 
"03","Baltimore City","015-024","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","2","2","0","0" 
"03","Baltimore City","015-025","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","President - Vice Pres","07","Donald J. Trump","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Chris Chaffee","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Robin Ficker","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Larry Hogan","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Congress","07","Scott M. Collier","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","U.S. Congress","07","Lorrie A. Sigley","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","Mayor","03","Michael Moore","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","Mayor","03","Donald E. Scoggins","REP","","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Mayor","03","Shannon Wright","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","President City Council","03","Emmanuel Digman","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Member City Council","006","Ronday Wilson","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Robert M. Cooper (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Don Murphy (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","0","0","0","1","0" 
"03","Baltimore City","015-025","07","40","REP Alternates","07","Andrew J. Creech (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Alternates","07","Blaire Freed (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","0","0","0","0","0" 
"03","Baltimore City","015-025","07","40","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","0","0","0","0","0" 
"03","Baltimore City","016-001","07","40","President - Vice Pres","","Nikki R. Haley","REP","","0","0","1","0","0" 
"03","Baltimore City","016-001","07","40","President - Vice Pres","","Donald J. Trump","REP","Y","1","0","0","0","0" 
"03","Baltimore City","016-001","07","40","President - Vice Pres","07","Nikki R. Haley","REP","","0","0","1","0","0" 
