"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"09","Charles County","008-001","05","28","President - Vice Pres","","Donald J. Trump","REP","Y","36","95","59","2","1" 
"09","Charles County","008-001","05","28","President - Vice Pres","05","Nikki R. Haley","REP","","6","20","19","0","2" 
"09","Charles County","008-001","05","28","President - Vice Pres","05","Donald J. Trump","REP","Y","36","95","59","2","1" 
"09","Charles County","008-001","05","28","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"09","Charles County","008-001","05","28","U.S. Senator","","Chris Chaffee","REP","","1","8","3","0","0" 
"09","Charles County","008-001","05","28","U.S. Senator","","Robin Ficker","REP","","22","46","13","1","0" 
"09","Charles County","008-001","05","28","U.S. Senator","","Lorie R. Friend","REP","","0","1","1","0","1" 
"09","Charles County","008-001","05","28","U.S. Senator","","Larry Hogan","REP","Y","18","56","66","1","2" 
"09","Charles County","008-001","05","28","U.S. Senator","","John A. Myrick","REP","","1","2","0","0","0" 
"09","Charles County","008-001","05","28","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"09","Charles County","008-001","05","28","U.S. Congress","05","Michelle Talkington","REP","Y","33","76","50","1","2" 
"09","Charles County","008-001","05","28","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","36","96","47","2","2" 
"09","Charles County","008-001","05","28","REP Delegates","05","Dirk Haire (Trump)","REP","Y","30","82","50","2","2" 
"09","Charles County","008-001","05","28","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","29","85","44","2","2" 
"09","Charles County","008-001","05","28","REP Delegates","05","Deb Rey","REP","","8","16","12","0","1" 
"09","Charles County","008-001","05","28","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","7","20","21","0","1" 
"09","Charles County","008-001","05","28","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","31","87","46","2","2" 
"09","Charles County","008-001","05","28","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","33","86","47","2","2" 
"09","Charles County","008-001","05","28","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","5","21","22","0","1" 
"09","Charles County","008-001","05","28","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","6","22","18","0","2" 
"09","Charles County","008-001","05","28","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","6","16","16","0","1" 
"09","Charles County","008-001","05","28","REP Alternates","05","Jason Trott (Trump)","REP","Y","31","79","45","2","1" 
"09","Charles County","008-002","05","27A","President - Vice Pres","","Nikki R. Haley","REP","","4","15","24","1","0" 
"09","Charles County","008-002","05","27A","President - Vice Pres","","Donald J. Trump","REP","Y","60","90","31","0","1" 
"09","Charles County","008-002","05","27A","President - Vice Pres","05","Nikki R. Haley","REP","","4","15","24","1","0" 
"09","Charles County","008-002","05","27A","President - Vice Pres","05","Donald J. Trump","REP","Y","60","90","31","0","1" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Moe H. Barakat","REP","","0","1","0","0","0" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Chris Chaffee","REP","","3","2","3","0","0" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Robin Ficker","REP","","29","40","11","1","1" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Lorie R. Friend","REP","","0","0","4","0","0" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Larry Hogan","REP","Y","30","62","43","1","0" 
"09","Charles County","008-002","05","27A","U.S. Senator","","John A. Myrick","REP","","2","0","1","0","0" 
"09","Charles County","008-002","05","27A","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"09","Charles County","008-002","05","27A","U.S. Congress","05","Michelle Talkington","REP","Y","50","80","43","1","1" 
"09","Charles County","008-002","05","27A","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","54","83","33","0","1" 
"09","Charles County","008-002","05","27A","REP Delegates","05","Dirk Haire (Trump)","REP","Y","48","84","32","0","1" 
"09","Charles County","008-002","05","27A","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","52","84","31","0","1" 
"09","Charles County","008-002","05","27A","REP Delegates","05","Deb Rey","REP","","3","10","18","0","0" 
"09","Charles County","008-002","05","27A","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","5","18","24","0","0" 
"09","Charles County","008-002","05","27A","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","53","78","32","0","1" 
"09","Charles County","008-002","05","27A","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","49","81","29","0","0" 
"09","Charles County","008-002","05","27A","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","6","17","16","0","0" 
"09","Charles County","008-002","05","27A","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","5","15","20","0","0" 
"09","Charles County","008-002","05","27A","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","4","16","16","0","0" 
"09","Charles County","008-002","05","27A","REP Alternates","05","Jason Trott (Trump)","REP","Y","52","77","27","0","0" 
"09","Charles County","008-003","05","28","President - Vice Pres","","Nikki R. Haley","REP","","2","11","12","1","0" 
"09","Charles County","008-003","05","28","President - Vice Pres","","Donald J. Trump","REP","Y","21","78","26","1","0" 
"09","Charles County","008-003","05","28","President - Vice Pres","05","Nikki R. Haley","REP","","2","11","12","1","0" 
"09","Charles County","008-003","05","28","President - Vice Pres","05","Donald J. Trump","REP","Y","21","78","26","1","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Chris Chaffee","REP","","1","2","1","0","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Robin Ficker","REP","","13","39","5","0","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Lorie R. Friend","REP","","1","1","2","0","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Larry Hogan","REP","Y","8","46","31","2","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","John A. Myrick","REP","","0","1","0","0","0" 
"09","Charles County","008-003","05","28","U.S. Senator","","Laban Y. Seyoum","REP","","0","1","0","0","0" 
"09","Charles County","008-003","05","28","U.S. Congress","05","Michelle Talkington","REP","Y","15","57","29","0","0" 
"09","Charles County","008-003","05","28","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","21","71","26","1","0" 
"09","Charles County","008-003","05","28","REP Delegates","05","Dirk Haire (Trump)","REP","Y","20","68","26","1","0" 
"09","Charles County","008-003","05","28","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","20","70","26","0","0" 
"09","Charles County","008-003","05","28","REP Delegates","05","Deb Rey","REP","","2","9","7","0","0" 
"09","Charles County","008-003","05","28","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","2","11","12","0","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","21","64","26","0","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","20","67","28","1","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","1","10","12","1","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","2","11","13","1","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","1","8","12","0","0" 
"09","Charles County","008-003","05","28","REP Alternates","05","Jason Trott (Trump)","REP","Y","18","67","26","0","0" 
"09","Charles County","008-004","05","27A","President - Vice Pres","","Nikki R. Haley","REP","","5","8","13","0","0" 
"09","Charles County","008-004","05","27A","President - Vice Pres","","Donald J. Trump","REP","Y","32","60","38","6","0" 
"09","Charles County","008-004","05","27A","President - Vice Pres","05","Nikki R. Haley","REP","","5","8","13","0","0" 
"09","Charles County","008-004","05","27A","President - Vice Pres","05","Donald J. Trump","REP","Y","32","60","38","6","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Moe H. Barakat","REP","","0","1","0","0","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Chris Chaffee","REP","","0","8","0","0","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Robin Ficker","REP","","9","28","10","1","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Lorie R. Friend","REP","","2","1","1","0","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Larry Hogan","REP","Y","25","25","40","5","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","John A. Myrick","REP","","0","1","0","0","0" 
"09","Charles County","008-004","05","27A","U.S. Senator","","Laban Y. Seyoum","REP","","0","1","0","0","0" 
"09","Charles County","008-004","05","27A","U.S. Congress","05","Michelle Talkington","REP","Y","21","45","34","2","0" 
"09","Charles County","008-004","05","27A","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","29","52","30","5","0" 
"09","Charles County","008-004","05","27A","REP Delegates","05","Dirk Haire (Trump)","REP","Y","25","42","28","5","0" 
"09","Charles County","008-004","05","27A","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","26","45","29","5","0" 
"09","Charles County","008-004","05","27A","REP Delegates","05","Deb Rey","REP","","9","11","7","0","0" 
"09","Charles County","008-004","05","27A","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","4","8","8","0","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","28","54","33","5","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","29","46","29","5","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","8","8","7","0","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","5","7","6","0","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","4","6","9","0","0" 
"09","Charles County","008-004","05","27A","REP Alternates","05","Jason Trott (Trump)","REP","Y","23","42","28","5","0" 
"09","Charles County","008-005","05","27A","President - Vice Pres","","Nikki R. Haley","REP","","2","6","7","0","0" 
"09","Charles County","008-005","05","27A","President - Vice Pres","","Donald J. Trump","REP","Y","8","28","16","0","1" 
"09","Charles County","008-005","05","27A","President - Vice Pres","05","Nikki R. Haley","REP","","2","6","7","0","0" 
"09","Charles County","008-005","05","27A","President - Vice Pres","05","Donald J. Trump","REP","Y","8","28","16","0","1" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Moe H. Barakat","REP","","1","0","1","0","0" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Chris Chaffee","REP","","0","1","1","0","0" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Robin Ficker","REP","","7","14","5","0","1" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Larry Hogan","REP","Y","2","19","15","0","0" 
"09","Charles County","008-005","05","27A","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"09","Charles County","008-005","05","27A","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"09","Charles County","008-005","05","27A","U.S. Congress","05","Michelle Talkington","REP","Y","7","26","16","0","1" 
"09","Charles County","008-005","05","27A","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","6","25","12","0","1" 
"09","Charles County","008-005","05","27A","REP Delegates","05","Dirk Haire (Trump)","REP","Y","6","21","13","0","1" 
"09","Charles County","008-005","05","27A","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","7","21","13","0","1" 
"09","Charles County","008-005","05","27A","REP Delegates","05","Deb Rey","REP","","3","5","4","0","0" 
"09","Charles County","008-005","05","27A","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","2","8","8","0","0" 
"09","Charles County","008-005","05","27A","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","6","24","12","0","1" 
"09","Charles County","008-005","05","27A","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","7","22","11","0","1" 
"09","Charles County","008-005","05","27A","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","3","8","8","0","0" 
"09","Charles County","008-005","05","27A","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","3","4","6","0","0" 
"09","Charles County","008-005","05","27A","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","2","4","5","0","0" 
"09","Charles County","008-005","05","27A","REP Alternates","05","Jason Trott (Trump)","REP","Y","6","19","12","0","1" 
"09","Charles County","009-001","05","27A","President - Vice Pres","","Nikki R. Haley","REP","","3","11","14","0","0" 
"09","Charles County","009-001","05","27A","President - Vice Pres","","Donald J. Trump","REP","Y","23","115","34","1","1" 
"09","Charles County","009-001","05","27A","President - Vice Pres","05","Nikki R. Haley","REP","","3","11","14","0","0" 
"09","Charles County","009-001","05","27A","President - Vice Pres","05","Donald J. Trump","REP","Y","23","115","34","1","1" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Moe H. Barakat","REP","","0","0","3","0","0" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Chris Chaffee","REP","","2","4","1","0","0" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Robin Ficker","REP","","9","57","11","1","0" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Lorie R. Friend","REP","","0","6","1","0","0" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Larry Hogan","REP","Y","16","62","33","0","1" 
"09","Charles County","009-001","05","27A","U.S. Senator","","John A. Myrick","REP","","0","0","1","0","0" 
"09","Charles County","009-001","05","27A","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"09","Charles County","009-001","05","27A","U.S. Congress","05","Michelle Talkington","REP","Y","20","95","30","0","1" 
"09","Charles County","009-001","05","27A","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","18","109","36","0","1" 
"09","Charles County","009-001","05","27A","REP Delegates","05","Dirk Haire (Trump)","REP","Y","22","101","34","1","1" 
"09","Charles County","009-001","05","27A","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","19","101","36","0","1" 
"09","Charles County","009-001","05","27A","REP Delegates","05","Deb Rey","REP","","4","14","7","0","0" 
"09","Charles County","009-001","05","27A","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","3","10","13","0","0" 
"09","Charles County","009-001","05","27A","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","22","102","33","1","1" 
"09","Charles County","009-001","05","27A","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","20","104","33","1","1" 
"09","Charles County","009-001","05","27A","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","2","15","12","0","0" 
"09","Charles County","009-001","05","27A","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","3","9","12","0","0" 
"09","Charles County","009-001","05","27A","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","2","9","12","0","0" 
"09","Charles County","009-001","05","27A","REP Alternates","05","Jason Trott (Trump)","REP","Y","23","102","33","0","1" 
"09","Charles County","009-002","05","28","President - Vice Pres","","Nikki R. Haley","REP","","4","15","10","0","0" 
"09","Charles County","009-002","05","28","President - Vice Pres","","Donald J. Trump","REP","Y","14","136","40","3","0" 
"09","Charles County","009-002","05","28","President - Vice Pres","05","Nikki R. Haley","REP","","4","15","10","0","0" 
"09","Charles County","009-002","05","28","President - Vice Pres","05","Donald J. Trump","REP","Y","14","136","40","3","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Moe H. Barakat","REP","","0","1","0","0","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Chris Chaffee","REP","","1","5","1","0","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Robin Ficker","REP","","7","82","7","1","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Lorie R. Friend","REP","","0","1","0","1","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Larry Hogan","REP","Y","9","64","39","2","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","John A. Myrick","REP","","0","1","3","0","0" 
"09","Charles County","009-002","05","28","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"09","Charles County","009-002","05","28","U.S. Congress","05","Michelle Talkington","REP","Y","15","112","34","3","0" 
"09","Charles County","009-002","05","28","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","13","123","32","3","0" 
"09","Charles County","009-002","05","28","REP Delegates","05","Dirk Haire (Trump)","REP","Y","10","118","26","2","0" 
"09","Charles County","009-002","05","28","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","13","114","25","2","0" 
"09","Charles County","009-002","05","28","REP Delegates","05","Deb Rey","REP","","4","16","11","0","0" 
"09","Charles County","009-002","05","28","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","3","19","12","0","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","12","117","33","2","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","13","124","35","3","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","3","21","9","1","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","2","14","13","0","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","2","12","11","0","0" 
"09","Charles County","009-002","05","28","REP Alternates","05","Jason Trott (Trump)","REP","Y","12","110","28","2","0" 
"09","Charles County","010-001","05","28","President - Vice Pres","","Nikki R. Haley","REP","","1","14","12","0","0" 
"09","Charles County","010-001","05","28","President - Vice Pres","","Donald J. Trump","REP","Y","16","88","23","1","2" 
"09","Charles County","010-001","05","28","President - Vice Pres","05","Nikki R. Haley","REP","","1","14","12","0","0" 
"09","Charles County","010-001","05","28","President - Vice Pres","05","Donald J. Trump","REP","Y","16","88","23","1","2" 
"09","Charles County","010-001","05","28","U.S. Senator","","Moe H. Barakat","REP","","0","1","1","0","0" 
"09","Charles County","010-001","05","28","U.S. Senator","","Chris Chaffee","REP","","1","4","3","0","0" 
"09","Charles County","010-001","05","28","U.S. Senator","","Robin Ficker","REP","","11","35","4","1","0" 
"09","Charles County","010-001","05","28","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"09","Charles County","010-001","05","28","U.S. Senator","","Larry Hogan","REP","Y","5","57","27","0","2" 
"09","Charles County","010-001","05","28","U.S. Senator","","John A. Myrick","REP","","1","2","0","0","0" 
"09","Charles County","010-001","05","28","U.S. Senator","","Laban Y. Seyoum","REP","","0","1","0","0","0" 
"09","Charles County","010-001","05","28","U.S. Congress","05","Michelle Talkington","REP","Y","11","70","26","0","1" 
"09","Charles County","010-001","05","28","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","16","86","22","1","0" 
"09","Charles County","010-001","05","28","REP Delegates","05","Dirk Haire (Trump)","REP","Y","15","81","20","0","0" 
"09","Charles County","010-001","05","28","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","15","76","22","1","0" 
"09","Charles County","010-001","05","28","REP Delegates","05","Deb Rey","REP","","1","8","6","0","1" 
"09","Charles County","010-001","05","28","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","2","15","11","0","0" 
"09","Charles County","010-001","05","28","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","16","84","21","1","0" 
"09","Charles County","010-001","05","28","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","15","83","19","0","1" 
"09","Charles County","010-001","05","28","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","2","13","11","0","0" 
"09","Charles County","010-001","05","28","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","1","11","9","0","0" 
"09","Charles County","010-001","05","28","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","0","10","12","0","0" 
"09","Charles County","010-001","05","28","REP Alternates","05","Jason Trott (Trump)","REP","Y","14","78","21","1","0" 
"10","Dorchester County","001-001","01","37B","President - Vice Pres","","Nikki R. Haley","REP","","0","11","3","1","0" 
"10","Dorchester County","001-001","01","37B","President - Vice Pres","","Donald J. Trump","REP","Y","6","159","15","4","7" 
"10","Dorchester County","001-001","01","37B","President - Vice Pres","01","Nikki R. Haley","REP","","0","11","3","1","0" 
"10","Dorchester County","001-001","01","37B","President - Vice Pres","01","Donald J. Trump","REP","Y","6","159","15","4","7" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Chris Chaffee","REP","","0","10","0","0","0" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Robin Ficker","REP","","3","87","11","2","0" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Lorie R. Friend","REP","","0","0","0","0","0" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Larry Hogan","REP","Y","4","69","7","2","7" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","John A. Myrick","REP","","0","5","0","1","0" 
"10","Dorchester County","001-001","01","37B","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"10","Dorchester County","001-001","01","37B","U.S. Congress","01","Chris Bruneau, Sr.","REP","","0","14","2","1","0" 
"10","Dorchester County","001-001","01","37B","U.S. Congress","01","Andy Harris","REP","Y","7","149","14","4","7" 
"10","Dorchester County","001-001","01","37B","U.S. Congress","01","Michael Scott Lemon","REP","","0","6","1","0","0" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Pamela Joyce Craig (Haley)","REP","","0","19","3","1","0" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Julie Giordano (Trump)","REP","Y","6","135","13","4","6" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Danielle Hornberger (Trump)","REP","Y","6","137","13","4","6" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Christopher John Russo, Jr. (Haley)","REP","","0","20","2","1","0" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Nate Sansom (Haley)","REP","","0","13","2","1","0" 
"10","Dorchester County","001-001","01","37B","REP Delegates","01","Kathy Szeliga (Trump)","REP","Y","6","132","12","4","6" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Lauren Arikan (Trump)","REP","Y","6","137","13","4","6" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Casi Boyer (Haley)","REP","","0","15","3","1","0" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Barry Donadio (Trump)","REP","Y","7","133","13","4","7" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Jeffery McBride (Trump)","REP","Y","6","136","13","4","6" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Lauren Paige Strauss (Haley)","REP","","0","20","2","1","0" 
"10","Dorchester County","001-001","01","37B","REP Alternates","01","Marsha W. Swezey (Haley)","REP","","0","16","2","1","0" 
"10","Dorchester County","002-001","01","37B","President - Vice Pres","","Nikki R. Haley","REP","","1","9","1","1","1" 
"10","Dorchester County","002-001","01","37B","President - Vice Pres","","Donald J. Trump","REP","Y","14","115","7","5","8" 
"10","Dorchester County","002-001","01","37B","President - Vice Pres","01","Nikki R. Haley","REP","","1","9","1","1","1" 
"10","Dorchester County","002-001","01","37B","President - Vice Pres","01","Donald J. Trump","REP","Y","14","115","7","5","8" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Moe H. Barakat","REP","","0","0","0","0","0" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Chris Chaffee","REP","","0","9","1","0","1" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Robin Ficker","REP","","11","73","5","2","0" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Lorie R. Friend","REP","","0","1","0","0","0" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Larry Hogan","REP","Y","4","35","2","4","6" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","John A. Myrick","REP","","0","4","0","0","1" 
"10","Dorchester County","002-001","01","37B","U.S. Senator","","Laban Y. Seyoum","REP","","0","1","0","0","0" 
"10","Dorchester County","002-001","01","37B","U.S. Congress","01","Chris Bruneau, Sr.","REP","","2","14","3","1","1" 
"10","Dorchester County","002-001","01","37B","U.S. Congress","01","Andy Harris","REP","Y","12","110","5","5","7" 
"10","Dorchester County","002-001","01","37B","U.S. Congress","01","Michael Scott Lemon","REP","","0","0","0","0","0" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Pamela Joyce Craig (Haley)","REP","","1","11","1","1","1" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Julie Giordano (Trump)","REP","Y","13","102","7","4","6" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Danielle Hornberger (Trump)","REP","Y","12","95","7","3","6" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Christopher John Russo, Jr. (Haley)","REP","","2","9","2","1","1" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Nate Sansom (Haley)","REP","","2","6","1","1","1" 
"10","Dorchester County","002-001","01","37B","REP Delegates","01","Kathy Szeliga (Trump)","REP","Y","13","93","6","4","5" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Lauren Arikan (Trump)","REP","Y","13","100","7","3","5" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Casi Boyer (Haley)","REP","","2","6","1","1","1" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Barry Donadio (Trump)","REP","Y","12","97","6","2","6" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Jeffery McBride (Trump)","REP","Y","12","98","7","2","5" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Lauren Paige Strauss (Haley)","REP","","2","7","1","1","1" 
"10","Dorchester County","002-001","01","37B","REP Alternates","01","Marsha W. Swezey (Haley)","REP","","2","5","1","1","1" 
"10","Dorchester County","002-002","01","37A","President - Vice Pres","","Nikki R. Haley","REP","","1","2","2","1","0" 
"10","Dorchester County","002-002","01","37A","President - Vice Pres","","Donald J. Trump","REP","Y","11","33","2","4","1" 
"10","Dorchester County","002-002","01","37A","President - Vice Pres","01","Nikki R. Haley","REP","","1","2","2","1","0" 
"10","Dorchester County","002-002","01","37A","President - Vice Pres","01","Donald J. Trump","REP","Y","11","33","2","4","1" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Moe H. Barakat","REP","","1","0","0","0","0" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Chris Chaffee","REP","","2","2","2","0","0" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Robin Ficker","REP","","5","16","0","1","1" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Lorie R. Friend","REP","","1","0","0","2","0" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Larry Hogan","REP","Y","3","16","2","1","0" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","John A. Myrick","REP","","0","0","0","0","0" 
"10","Dorchester County","002-002","01","37A","U.S. Senator","","Laban Y. Seyoum","REP","","0","0","0","0","0" 
"10","Dorchester County","002-002","01","37A","U.S. Congress","01","Chris Bruneau, Sr.","REP","","1","5","1","0","0" 
"10","Dorchester County","002-002","01","37A","U.S. Congress","01","Andy Harris","REP","Y","9","30","1","4","1" 
"10","Dorchester County","002-002","01","37A","U.S. Congress","01","Michael Scott Lemon","REP","","1","0","2","0","0" 
"10","Dorchester County","002-002","01","37A","REP Delegates","01","Pamela Joyce Craig (Haley)","REP","","1","5","1","0","0" 
